"company_name","primary_state","confidence","reason","provider","slug","source_url","tracked_in_sources_csv","source_status","bucket_last_run","role_count_active","jobs_listed","jobs_relevant","jobs_inserted","jobs_skipped_old","jobs_skipped_irrelevant","fetch_failed","registry_source_kind","recommended_next_action","source_files_used"
"Cabonorte","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","cabonorte","https://jobs.lever.co/cabonorte","true","auto","productive","","69","2","0","25","42","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Capstan Medical","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","capstan-medical","https://jobs.lever.co/capstan-medical","true","auto","productive","","23","1","0","0","22","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Cdcfoundation","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","cdcfoundation","https://jobs.lever.co/cdcfoundation","true","auto","irrelevant_only","","26","0","0","3","23","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"CesiumAstro","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","CesiumAstro","https://jobs.lever.co/CesiumAstro","true","auto","irrelevant_only","","191","0","0","63","128","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"ChefRobotics","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","ChefRobotics","https://jobs.lever.co/ChefRobotics","true","auto","irrelevant_only","","14","0","0","9","5","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"CollectlyInc","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","CollectlyInc","https://jobs.lever.co/CollectlyInc","true","auto","irrelevant_only","","11","0","0","3","8","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"CordTechnologies","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","CordTechnologies","https://jobs.lever.co/CordTechnologies","true","auto","productive","","71","1","0","37","33","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Cx2","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","cx2","https://jobs.lever.co/cx2","true","auto","productive","","9","3","0","0","6","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Cyngn","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","cyngn","https://jobs.lever.co/cyngn","true","auto","irrelevant_only","","12","0","0","6","6","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"D-Fend Solutions","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","d-fendsolutions","https://jobs.lever.co/d-fendsolutions","true","auto","productive","","33","18","0","12","3","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Daedalean","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","lever","daedalean","https://jobs.lever.co/daedalean","true","auto","old_only","","8","0","0","8","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Daniels Sharpsmart","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","daniels-sharpsmart","https://jobs.lever.co/daniels-sharpsmart","true","auto","irrelevant_only","","230","0","0","39","191","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Danti.Ai","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","lever","danti.ai","https://jobs.lever.co/danti.ai","true","auto","old_only","","1","0","0","1","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Dexterity","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","dexterity","https://jobs.lever.co/dexterity","true","auto","irrelevant_only","","26","0","0","22","4","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"DroneDeploy","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","dronedeploy","https://jobs.lever.co/dronedeploy","true","auto","productive","","12","10","0","1","1","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Dronesense","source_returned_zero_listings","high","listed_zero_or_is_empty_flag; underlying_ats_supported_by_daily_sync","lever","dronesense","https://jobs.lever.co/dronesense","true","auto","empty","","0","0","0","0","0","false","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Easypost 2","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","easypost-2","https://jobs.lever.co/easypost-2","true","auto","irrelevant_only","","5","0","0","1","4","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Education Services","source_returned_zero_listings","high","listed_zero_or_is_empty_flag; underlying_ats_supported_by_daily_sync","lever","education-services","https://jobs.lever.co/education-services","true","auto","empty","","0","0","0","0","0","false","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Ekohealth","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","ekohealth","https://jobs.lever.co/ekohealth","true","auto","irrelevant_only","","13","0","0","3","10","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Elroyair","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","lever","elroyair","https://jobs.lever.co/elroyair","true","auto","old_only","","3","0","0","3","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Emesent","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","Emesent","https://jobs.lever.co/Emesent","true","auto","irrelevant_only","","8","0","0","3","5","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Espace","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","espace","https://jobs.lever.co/espace","true","auto","irrelevant_only","","94","0","0","59","35","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Field AI","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","field-ai","https://jobs.lever.co/field-ai","true","auto","productive","","71","1","0","30","40","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Freedomsolarpower","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","freedomsolarpower","https://jobs.lever.co/freedomsolarpower","true","auto","productive","","19","2","0","7","10","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Fuellabs","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","lever","fuellabs","https://jobs.lever.co/fuellabs","true","auto","old_only","","2","0","0","2","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Gravisrobotics","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","gravisrobotics","https://jobs.lever.co/gravisrobotics","true","auto","irrelevant_only","","5","0","0","3","2","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Hermeus","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","hermeus","https://jobs.lever.co/hermeus","true","auto","productive","","109","4","0","54","51","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Humble Robotics","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","humble-robotics","https://jobs.lever.co/humble-robotics","true","auto","irrelevant_only","","11","0","0","1","10","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Hypersonica Prod","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","hypersonica-prod","https://jobs.lever.co/hypersonica-prod","true","auto","irrelevant_only","","32","0","0","18","14","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Influ2","source_returned_zero_listings","high","listed_zero_or_is_empty_flag; underlying_ats_supported_by_daily_sync","lever","influ2","https://jobs.lever.co/influ2","true","auto","empty","","0","0","0","0","0","false","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"InteriorMarketingGroup","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","InteriorMarketingGroup","https://jobs.lever.co/InteriorMarketingGroup","true","auto","irrelevant_only","","18","0","0","16","2","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Ispace Inc","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","ispace-inc","https://jobs.lever.co/ispace-inc","true","auto","irrelevant_only","","34","0","0","17","17","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Jobgether","source_fetch_failed","high","source_performance_fetch_failed_true; underlying_ats_supported_by_daily_sync","lever","jobgether","https://jobs.lever.co/jobgether","true","auto","fetch_failed","","0","0","0","0","0","true","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Kestrel Intelligence","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","kestrel-intelligence","https://jobs.lever.co/kestrel-intelligence","true","auto","productive","","4","2","0","0","2","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Latitudeinc","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","latitudeinc","https://jobs.lever.co/latitudeinc","true","auto","irrelevant_only","","314","0","0","113","201","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Longwall","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","longwall","https://jobs.lever.co/longwall","true","auto","irrelevant_only","","12","0","0","9","3","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Ltaresearch","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","ltaresearch","https://jobs.lever.co/ltaresearch","true","auto","productive","","12","2","0","3","7","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"MachinaLabs","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","MachinaLabs","https://jobs.lever.co/MachinaLabs","true","auto","irrelevant_only","","19","0","0","8","11","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Magnet Defense","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","lever","magnet-defense","https://jobs.lever.co/magnet-defense","true","auto","old_only","","3","0","0","3","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Make Rain","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","make-rain","https://jobs.lever.co/make-rain","true","auto","productive","","8","1","0","3","4","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"MBRDNA","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","lever","MBRDNA","https://jobs.lever.co/MBRDNA","true","auto","irrelevant_only","","3","0","0","0","3","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Mechanicalorchard","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","mechanicalorchard","https://jobs.lever.co/mechanicalorchard","true","auto","irrelevant_only","","16","0","0","3","13","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Merlinlabs","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","merlinlabs","https://jobs.lever.co/merlinlabs","true","auto","productive","","28","7","0","19","2","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Mistral","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","mistral","https://jobs.lever.co/mistral","true","auto","irrelevant_only","","147","0","0","95","52","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Mujininc","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","mujininc","https://jobs.lever.co/mujininc","true","auto","irrelevant_only","","79","0","0","39","40","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Multiplylabs","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","multiplylabs","https://jobs.lever.co/multiplylabs","true","auto","irrelevant_only","","14","0","0","7","7","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Mythic Ai.Com","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","mythic-ai.com","https://jobs.lever.co/mythic-ai.com","true","auto","productive","","16","1","0","12","3","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Nomagic","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","Nomagic","https://jobs.lever.co/Nomagic","true","auto","productive","","26","1","1","7","18","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Orbaerospace","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","orbaerospace","https://jobs.lever.co/orbaerospace","true","auto","productive","","17","5","0","12","0","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Osaro","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","lever","osaro","https://jobs.lever.co/osaro","true","auto","old_only","","9","0","0","9","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Palantir","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","palantir","https://jobs.lever.co/palantir","true","auto","productive","","245","2","0","204","39","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Paralleldomain","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","lever","paralleldomain","https://jobs.lever.co/paralleldomain","true","auto","irrelevant_only","","5","0","0","0","5","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Peerspace","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","lever","peerspace","https://jobs.lever.co/peerspace","true","auto","irrelevant_only","","1","0","0","0","1","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Perrone Robotics","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","lever","perrone-robotics","https://jobs.lever.co/perrone-robotics","true","auto","old_only","","2","0","0","2","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Picklerobot","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","picklerobot","https://jobs.lever.co/picklerobot","true","auto","irrelevant_only","","14","0","0","8","6","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Pivotal","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","pivotal","https://jobs.lever.co/pivotal","true","auto","productive","","25","4","0","8","13","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Promiserobotics","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","promiserobotics","https://jobs.lever.co/promiserobotics","true","auto","irrelevant_only","","4","0","0","2","2","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Pyka","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","pyka","https://jobs.lever.co/pyka","true","auto","productive","","15","1","0","9","5","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Q Ctrl","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","q-ctrl","https://jobs.lever.co/q-ctrl","true","auto","irrelevant_only","","18","0","0","12","6","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Quantumcircuits","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","lever","quantumcircuits","https://jobs.lever.co/quantumcircuits","true","auto","old_only","","7","0","0","7","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"RadicalAI","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","RadicalAI","https://jobs.lever.co/RadicalAI","true","auto","irrelevant_only","","13","0","0","9","4","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Rangeenergy","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","rangeenergy","https://jobs.lever.co/rangeenergy","true","auto","irrelevant_only","","12","0","0","1","11","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Relayrobotics.Com","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","relayrobotics.com","https://jobs.lever.co/relayrobotics.com","true","auto","irrelevant_only","","10","0","0","7","3","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Reliable","source_returned_zero_listings","high","listed_zero_or_is_empty_flag; underlying_ats_supported_by_daily_sync","lever","reliable","https://jobs.lever.co/reliable","true","auto","empty","","0","0","0","0","0","false","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Revealtech","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","revealtech","https://jobs.lever.co/revealtech","true","auto","productive","","10","1","0","1","8","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Rgi","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","rgi","https://jobs.lever.co/rgi","true","auto","irrelevant_only","","17","0","0","9","8","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"RiptideTech","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","RiptideTech","https://jobs.lever.co/RiptideTech","true","auto","irrelevant_only","","4","0","0","3","1","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Rivr","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","rivr","https://jobs.lever.co/rivr","true","auto","irrelevant_only","","22","0","0","17","5","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Roadrunner Studios","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","roadrunner-studios","https://jobs.lever.co/roadrunner-studios","true","auto","productive","","7","5","0","0","2","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Robust Ai","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","robust-ai","https://jobs.lever.co/robust-ai","true","auto","irrelevant_only","","13","0","0","7","6","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Saronic","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","saronic","https://jobs.lever.co/saronic","true","auto","productive","","269","11","1","144","114","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Schmidt Entities","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","schmidt-entities","https://jobs.lever.co/schmidt-entities","true","auto","irrelevant_only","","15","0","0","5","10","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Shield AI","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","shieldai","https://jobs.lever.co/shieldai","true","auto","productive","","252","56","0","103","93","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"SimbeRobotics","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","SimbeRobotics","https://jobs.lever.co/SimbeRobotics","true","auto","irrelevant_only","","10","0","0","2","8","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Skysafe","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","skysafe","https://jobs.lever.co/skysafe","true","auto","productive","","4","4","0","0","0","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Skyways","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","skyways","https://jobs.lever.co/skyways","true","auto","productive","","20","6","0","6","8","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"SpaceSystemsIntegration","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","SpaceSystemsIntegration","https://jobs.lever.co/SpaceSystemsIntegration","true","auto","irrelevant_only","","18","0","0","6","12","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Steerbridge","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","steerbridge","https://jobs.lever.co/steerbridge","true","auto","irrelevant_only","","83","0","0","12","71","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Sundrivesolar","source_returned_zero_listings","high","listed_zero_or_is_empty_flag; underlying_ats_supported_by_daily_sync","lever","sundrivesolar","https://jobs.lever.co/sundrivesolar","true","auto","empty","","0","0","0","0","0","false","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Talentwerx.Io","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","talentwerx.io","https://jobs.lever.co/talentwerx.io","true","auto","irrelevant_only","","29","0","0","5","24","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Teleo","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","teleo","https://jobs.lever.co/teleo","true","auto","irrelevant_only","","9","0","0","4","5","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Terraformation","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","Terraformation","https://jobs.lever.co/Terraformation","true","auto","productive","","1","1","0","0","0","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Thea.Energy","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","thea.energy","https://jobs.lever.co/thea.energy","true","auto","irrelevant_only","","35","0","0","9","26","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Thehousemajoritypac","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","thehousemajoritypac","https://jobs.lever.co/thehousemajoritypac","true","auto","irrelevant_only","","2","0","0","1","1","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Threattec","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","threattec","https://jobs.lever.co/threattec","true","auto","productive","","54","2","0","38","14","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Transmutex","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","lever","transmutex","https://jobs.lever.co/transmutex","true","auto","old_only","","2","0","0","2","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Tri","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","tri","https://jobs.lever.co/tri","true","auto","irrelevant_only","","25","0","0","13","12","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Tsmg","source_fetch_failed","high","source_performance_fetch_failed_true; underlying_ats_supported_by_daily_sync","lever","tsmg","https://jobs.lever.co/tsmg","true","auto","fetch_failed","","0","0","0","0","0","true","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Tutorintelligence","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","tutorintelligence","https://jobs.lever.co/tutorintelligence","true","auto","irrelevant_only","","30","0","0","22","8","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Tx Inc.Com","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","tx-inc.com","https://jobs.lever.co/tx-inc.com","true","auto","irrelevant_only","","28","0","0","23","5","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Valdeseng","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","valdeseng","https://jobs.lever.co/valdeseng","true","auto","irrelevant_only","","32","0","0","26","6","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Venusaero","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","venusaero","https://jobs.lever.co/venusaero","true","auto","productive","","14","1","0","3","10","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Verkor","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","verkor","https://jobs.lever.co/verkor","true","auto","productive","","52","1","0","7","44","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Waabi","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","waabi","https://jobs.lever.co/waabi","true","auto","irrelevant_only","","67","0","0","30","37","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Wadetrim","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","wadetrim","https://jobs.lever.co/wadetrim","true","auto","productive","","124","1","0","78","45","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Waremalcomb","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","waremalcomb","https://jobs.lever.co/waremalcomb","true","auto","irrelevant_only","","91","0","0","60","31","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Weride","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","weride","https://jobs.lever.co/weride","true","auto","irrelevant_only","","32","0","0","31","1","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Whoop","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","whoop","https://jobs.lever.co/whoop","true","auto","irrelevant_only","","136","0","0","28","108","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Wingtra","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","wingtra-2","https://jobs.lever.co/wingtra-2","true","auto","productive","","7","1","0","4","2","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"World View Enterprises Inc.","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","world-view-enterprises-inc.","https://jobs.lever.co/world-view-enterprises-inc.","true","auto","irrelevant_only","","13","0","0","1","12","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
